EstablishmentID,EstablishmentNumber,EstablishmentName,State,ProjectCode,ProjectName,FormID,CollectionDate,SampleSource,SalmonellaSPAnalysis,SalmonellaSerotype,SalmonellaPFGEPattern,SalmonellaAlleleCode,SalmonellaAMRResistanceProfile,ListeriaMonocytogenesAnalysis,LmPFGEPattern,LmAlleleCode
126739,G1455,M.G. Waldbaum Company,MN,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102635280,5-Jan-21,Product-Eggs-With < 2% added ingredients other than salt or sugar-Whole,Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
8206,G1602+V1602,Crystal Lake LP,IN,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102635388,6-Jan-21,Product-Eggs-With >2% salt or sugar added-Yolks,Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
8208,G1486,Pulaski County Breaker Plant,IN,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102627706,6-Jan-21,Product-Eggs-With >2% salt or sugar added-Yolks,Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
8421,M1127A+P1127A+G1127+V1127,M.G. Waldbaum Company,IA,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102635594,6-Jan-21,Product-Eggs-With >2% salt or sugar added-Yolks,Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
124261,G496,"Estherville Foods, Inc.",IA,EGG_DY_MIC01,Egg Product Sampling - Dried Egg Products,102635351,6-Jan-21,Product-Eggs-Dried-Yellow egg products,Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
124271,G1610,"Papetti's Hygrade Egg Products, Inc.",NJ,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102635968,6-Jan-21,Product-Eggs-Mixtures-Whole egg blends (> 2% added ingredients),Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
126622,G1450A,Wilcox Farms Inc.,WA,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102631302,6-Jan-21,Product-Eggs-With < 2% added ingredients other than salt or sugar-Whole,Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
126718,G1415,Nulaid Foods Inc.,CA,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102635727,6-Jan-21,Product-Eggs-Mixtures-Whole egg blends (> 2% added ingredients),Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
126720,G31540+V31540,"Hickman's Egg Ranch, Inc.",AZ,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102633358,6-Jan-21,Product-Eggs-With < 2% added ingredients other than salt or sugar-Whole,Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
126734,G1105,"American Egg Products, LLC",GA,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102635566,6-Jan-21,Product-Eggs-With < 2% added ingredients other than salt or sugar-Yolks,Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
126739,G1455,M.G. Waldbaum Company,MN,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102636288,6-Jan-21,"Product-Eggs-Liquid or Frozen/ Egg Whites, with or without added ingredients",Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
7761,M1804+P1804+G1804,"Cargill Kitchen Solutions, Inc.",MI,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102634902,7-Jan-21,Product-Eggs-With < 2% added ingredients other than salt or sugar-Yolks,Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
12402,G31542+V31542,Texas Egg Products LLC,TX,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102635604,7-Jan-21,Product-Eggs-With < 2% added ingredients other than salt or sugar-Whole,Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
13832,M40437+P40437+G31544,"Blue Chip Group, Inc",UT,EGG_DY_MIC01,Egg Product Sampling - Dried Egg Products,102635896,7-Jan-21,Product-Eggs-Dried-Yellow egg products,Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
126623,G398+V398,"Henningsen Foods, Inc.",NE,EGG_DY_MIC01,Egg Product Sampling - Dried Egg Products,102636402,7-Jan-21,Product-Eggs-Dried-Spray dried egg whites,Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
126695,G20813+V20813,Sunrise Farms Inc.,IA,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102636481,7-Jan-21,Product-Eggs-With >2% salt or sugar added-Yolks,Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
126699,G21377A,"Cargill Kitchen Solutions, Inc.",IA,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102633202,7-Jan-21,"Product-Eggs-Liquid or Frozen/ Egg Whites, with or without added ingredients",Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
126739,G1455,M.G. Waldbaum Company,MN,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102637011,7-Jan-21,Product-Eggs-Mixtures-Whole egg blends (> 2% added ingredients),Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
6164018,M46373+P46373+G46373,"Cargill Kitchens Solutions, Inc.",MN,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102632777,7-Jan-21,Product-Eggs-With < 2% added ingredients other than salt or sugar-Whole,Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
126643,G339+V339,Oskaloosa Food Products Corp.,IA,EGG_DY_MIC01,Egg Product Sampling - Dried Egg Products,102633495,8-Jan-21,Product-Eggs-Dried-Spray dried egg whites,Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
126734,G1105,"American Egg Products, LLC",GA,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102637469,8-Jan-21,Product-Eggs-With >2% salt or sugar added-Yolks,Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
8208,G1486,Pulaski County Breaker Plant,IN,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102627707,11-Jan-21,Product-Eggs-With >2% salt or sugar added-Whole Eggs,Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
123621,G1256+V1256,Newburgh Egg Corp,NY,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102636800,11-Jan-21,Product-Eggs-With < 2% added ingredients other than salt or sugar-Yolks,Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
124269,G1349,Papetti's Hygrade Egg Products Inc.,NJ,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102638093,11-Jan-21,Product-Eggs-With < 2% added ingredients other than salt or sugar-Whole,Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
126671,M1593+P1593+G1593,Echo Lake Foods,IN,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102634500,11-Jan-21,Product-Eggs-Mixtures-Whole eggs with added yolks,Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
126703,G21931,"Rembrandt Enterprises, Inc.",IA,EGG_DY_MIC01,Egg Product Sampling - Dried Egg Products,102638221,11-Jan-21,Product-Eggs-Dried-Spray dried egg whites,Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
126705,G31548,Michael Foods Egg Products Company,IA,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102638365,11-Jan-21,"Product-Eggs-Liquid or Frozen/ Egg Whites, with or without added ingredients",Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
126714,G1223,Siouxpreme Egg Products,IA,EGG_DY_MIC01,Egg Product Sampling - Dried Egg Products,102631801,11-Jan-21,Product-Eggs-Dried-Yellow egg products,Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
6164114,G46444,Terra Companies DBA Judee's,OH,EGG_DY_MIC01,Egg Product Sampling - Dried Egg Products,102635658,11-Jan-21,Product-Eggs-Dried-Yellow egg products,Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
7761,M1804+P1804+G1804,"Cargill Kitchen Solutions, Inc.",MI,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102634903,12-Jan-21,Product-Eggs-Mixtures-Whole egg blends (> 2% added ingredients),Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
8193,G1183+V1183,Deb-El Food Products Inc.,NJ,EGG_DY_MIC01,Egg Product Sampling - Dried Egg Products,102638871,12-Jan-21,Product-Eggs-Dried-Spray dried egg whites,Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
8558,G1579,"Wabash Valley Produce, Inc",IN,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102638667,12-Jan-21,Product-Eggs-With >2% salt or sugar added-Yolks,Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
124265,G420D+V420D,Michael Foods Egg Products Company,NE,EGG_DY_MIC01,Egg Product Sampling - Dried Egg Products,102639317,12-Jan-21,Product-Eggs-Dried-Spray dried egg whites,Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
124266,G1264,National Food NW LLC,WA,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102638780,12-Jan-21,Product-Eggs-With < 2% added ingredients other than salt or sugar-Whole,Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
124269,G1349,Papetti's Hygrade Egg Products Inc.,NJ,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102638100,12-Jan-21,"Product-Eggs-Liquid or Frozen/ Egg Whites, with or without added ingredients",Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
126643,G339+V339,Oskaloosa Food Products Corp.,IA,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102638165,12-Jan-21,Product-Eggs-With < 2% added ingredients other than salt or sugar-Whole,Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
126705,G31548,Michael Foods Egg Products Company,IA,EGG_DY_MIC01,Egg Product Sampling - Dried Egg Products,102638564,12-Jan-21,Product-Eggs-Dried-Yellow egg products,Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
126718,G1415,Nulaid Foods Inc.,CA,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102635666,12-Jan-21,"Product-Eggs-Liquid or Frozen/ Egg Whites, with or without added ingredients",Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
126720,G31540+V31540,"Hickman's Egg Ranch, Inc.",AZ,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102633369,12-Jan-21,Product-Eggs-With < 2% added ingredients other than salt or sugar-Whole,Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
126730,G21932+V21936,Sonstegard of Arkansas,AR,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102638772,12-Jan-21,Product-Eggs-With < 2% added ingredients other than salt or sugar-Whole,Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
8558,G1579,"Wabash Valley Produce, Inc",IN,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102638686,13-Jan-21,Product-Eggs-Mixtures-Whole egg blends (> 2% added ingredients),Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
124264,G420+V420,Michael Foods Egg Products Company,NE,EGG_DY_MIC01,Egg Product Sampling - Dried Egg Products,102640111,13-Jan-21,Product-Eggs-Dried-Yellow egg products,Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
124269,G1349,Papetti's Hygrade Egg Products Inc.,NJ,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102639361,13-Jan-21,Product-Eggs-Mixtures-Whole egg blends (> 2% added ingredients),Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
126619,G1634,"Taylor Egg Products, Inc.",NH,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102638768,13-Jan-21,Product-Eggs-With < 2% added ingredients other than salt or sugar-Yolks,Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
126621,G1606,Willamette Egg Farms,OR,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102638958,13-Jan-21,Product-Eggs-Mixtures-Whole egg blends (> 2% added ingredients),Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
126705,G31548,Michael Foods Egg Products Company,IA,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102639329,13-Jan-21,"Product-Eggs-Liquid or Frozen/ Egg Whites, with or without added ingredients",Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
195,G1028,Papetti's Hygrade Egg Products Inc.,NJ,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102639949,14-Jan-21,Product-Eggs-Mixtures-Whole egg blends (> 2% added ingredients),Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
8204,G1141,"Wabash Valley Produce, Inc.",IL,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102639363,14-Jan-21,"Product-Eggs-Liquid or Frozen/ Egg Whites, with or without added ingredients",Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
8558,G1579,"Wabash Valley Produce, Inc",IN,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102638687,14-Jan-21,"Product-Eggs-Liquid or Frozen/ Egg Whites, with or without added ingredients",Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
12402,G31542+V31542,Texas Egg Products LLC,TX,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102639209,14-Jan-21,Product-Eggs-With < 2% added ingredients other than salt or sugar-Whole,Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
12402,G31542+V31542,Texas Egg Products LLC,TX,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102640042,14-Jan-21,Product-Eggs-With >2% salt or sugar added-Yolks,Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
123959,M45009+P45009+G45009,Readywise Inc.,UT,EGG_DY_MIC01,Egg Product Sampling - Dried Egg Products,102629717,14-Jan-21,Product-Eggs-Dried-Yellow egg products,Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
124271,G1610,"Papetti's Hygrade Egg Products, Inc.",NJ,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102639877,14-Jan-21,"Product-Eggs-Liquid or Frozen/ Egg Whites, with or without added ingredients",Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
126632,G31555,Stiebrs Farms,WA,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102639723,14-Jan-21,Product-Eggs-With < 2% added ingredients other than salt or sugar-Whole,Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
126643,G339+V339,Oskaloosa Food Products Corp.,IA,EGG_DY_MIC01,Egg Product Sampling - Dried Egg Products,102640236,14-Jan-21,Product-Eggs-Dried-Yellow egg products,Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
126662,G1215A+V1215,"Cargill Kitchen Solutions, Inc.",MN,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102638927,14-Jan-21,Product-Eggs-Mixtures-Whole egg blends (> 2% added ingredients),Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
126689,G21683,"Deb El Food Products, LLC",IA,EGG_DY_MIC01,Egg Product Sampling - Dried Egg Products,102639881,14-Jan-21,Product-Eggs-Dried-Yellow egg products,Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
126717,G1633,"Farmer John Egg Company, Inc.",CA,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102633365,14-Jan-21,Product-Eggs-With < 2% added ingredients other than salt or sugar-Whole,Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
126735,G1547,"ISE Newberry, Inc.",SC,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102639419,14-Jan-21,Product-Eggs-With < 2% added ingredients other than salt or sugar-Whole,Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
6162072,G48139,Egg 24-7,CA,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102639456,14-Jan-21,"Product-Eggs-Liquid or Frozen/ Egg Whites, with or without added ingredients",Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
8302,G1616,Michael Foods Egg Products Company,PA,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102640505,15-Jan-21,Product-Eggs-With >2% salt or sugar added-Yolks,Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
126620,G1620+V1620,Deb El Food Products,NY,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102639931,15-Jan-21,"Product-Eggs-Liquid or Frozen/ Egg Whites, with or without added ingredients",Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
126689,G21683,"Deb El Food Products, LLC",IA,EGG_DY_MIC01,Egg Product Sampling - Dried Egg Products,102639882,17-Jan-21,Product-Eggs-Dried-Yellow egg products,Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
126703,G21931,"Rembrandt Enterprises, Inc.",IA,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102641190,17-Jan-21,Product-Eggs-With < 2% added ingredients other than salt or sugar-Whole,Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
6164741,G46780,Michael Foods Egg Products Company,IA,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102641207,18-Jan-21,Product-Eggs-With < 2% added ingredients other than salt or sugar-Yolks,Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
8516,G783,Ballas Egg Products Corporation,OH,EGG_DY_MIC01,Egg Product Sampling - Dried Egg Products,102639914,19-Jan-21,Product-Eggs-Dried-Spray dried egg whites,Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
126639,G1126A,Shepherds Processed Eggs,UT,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102641664,19-Jan-21,Product-Eggs-With >2% salt or sugar added-Yolks,Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
126671,M1593+P1593+G1593,Echo Lake Foods,IN,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102634501,19-Jan-21,"Product-Eggs-Liquid or Frozen/ Egg Whites, with or without added ingredients",Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
195,G1028,Papetti's Hygrade Egg Products Inc.,NJ,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102642587,20-Jan-21,Product-Eggs-With >2% salt or sugar added-Yolks,Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
126621,G1606,Willamette Egg Farms,OR,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102642451,20-Jan-21,"Product-Eggs-Liquid or Frozen/ Egg Whites, with or without added ingredients",Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
126622,G1450A,Wilcox Farms Inc.,WA,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102638137,20-Jan-21,Product-Eggs-With < 2% added ingredients other than salt or sugar-Whole,Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
126662,G1215A+V1215,"Cargill Kitchen Solutions, Inc.",MN,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102637395,20-Jan-21,Product-Eggs-With < 2% added ingredients other than salt or sugar-Whole,Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
126663,G1219,Rose Acre Farms,IA,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102642429,20-Jan-21,Product-Eggs-With >2% salt or sugar added-Whole Eggs,Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
126663,G1219,Rose Acre Farms,IA,EGG_DY_MIC01,Egg Product Sampling - Dried Egg Products,102643039,20-Jan-21,Product-Eggs-Dried-Yellow egg products,Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
126713,G779,Sonstegard Foods of Georgia,GA,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102642352,20-Jan-21,Product-Eggs-With < 2% added ingredients other than salt or sugar-Whole,Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
126714,G1223,Siouxpreme Egg Products,IA,EGG_DY_MIC01,Egg Product Sampling - Dried Egg Products,102631802,20-Jan-21,Product-Eggs-Dried-Yellow egg products,Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
126718,G1415,Nulaid Foods Inc.,CA,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102635667,20-Jan-21,Product-Eggs-With < 2% added ingredients other than salt or sugar-Whole,Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
126730,G21932+V21936,Sonstegard of Arkansas,AR,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102642584,20-Jan-21,Product-Eggs-With < 2% added ingredients other than salt or sugar-Whole,Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
6162063,G45702,Chino Valley Ranchers,CA,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102641854,20-Jan-21,"Product-Eggs-Liquid or Frozen/ Egg Whites, with or without added ingredients",Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
195,G1028,Papetti's Hygrade Egg Products Inc.,NJ,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102643169,21-Jan-21,Product-Eggs-Mixtures-Whole egg blends (> 2% added ingredients),Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
8516,G783,Ballas Egg Products Corporation,OH,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102639913,21-Jan-21,Product-Eggs-With >2% salt or sugar added-Yolks,Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
123621,G1256+V1256,Newburgh Egg Corp,NY,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102636801,21-Jan-21,"Product-Eggs-Liquid or Frozen/ Egg Whites, with or without added ingredients",Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
124266,G1264,National Food NW LLC,WA,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102642644,21-Jan-21,Product-Eggs-With >2% salt or sugar added-Yolks,Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
126619,G1634,"Taylor Egg Products, Inc.",NH,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102641835,21-Jan-21,Product-Eggs-With < 2% added ingredients other than salt or sugar-Whole,Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
126689,G21683,"Deb El Food Products, LLC",IA,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102642371,21-Jan-21,"Product-Eggs-Liquid or Frozen/ Egg Whites, with or without added ingredients",Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
6162063,G45702,Chino Valley Ranchers,CA,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102641855,21-Jan-21,Product-Eggs-With >2% salt or sugar added-Yolks,Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
6164018,M46373+P46373+G46373,"Cargill Kitchens Solutions, Inc.",MN,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102632787,21-Jan-21,Product-Eggs-With < 2% added ingredients other than salt or sugar-Whole,Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
126629,G45381,Cooper Farms Liquid Egg Products,OH,EGG_LQ_MIC01,Egg Product Sampling - Liquid / Frozen Egg Products,102643859,22-Jan-21,"Product-Eggs-Liquid or Frozen/ Egg Whites, with or without added ingredients",Negative,NULL,NULL,NULL,NULL,Negative,NULL,NULL
